month,region,product_id,customer_id,volume_sold,net_price_usd_per_mt
2023-01-01,EMEA,P100,CUST_011,2603.38,2280.5
2023-01-01,EMEA,P200,CUST_004,1901.61,2026.14
2023-01-01,EMEA,P200,CUST_005,21.18,1926.25
2023-01-01,EMEA,P200,CUST_009,1171.02,2060.93
2023-01-01,EMEA,P200,CUST_012,1141.88,2065.84
2023-01-01,EMEA,P200,CUST_016,380.9,1989.52
2023-01-01,EMEA,P200,CUST_020,333.16,2018.12
2023-01-01,EMEA,P200,CUST_021,3768.72,1963.29
2023-01-01,EMEA,P200,CUST_023,200.45,2018.48
2023-01-01,EMEA,P200,CUST_024,76.86,2081.69
2023-01-01,EMEA,P200,CUST_025,20.03,2006.55
2023-01-01,EMEA,P200,CUST_030,1094.92,2047.77
2023-01-01,EMEA,P200,CUST_034,1025.67,1978.42
2023-01-01,EMEA,P200,CUST_040,473.27,1967.8
2023-01-01,EMEA,P200,CUST_011,66.51,2030.39
2023-01-01,EMEA,P200,CUST_036,211.28,2028.65
2023-01-01,EMEA,P200,CUST_013,0.34,1983.94
2023-01-01,APAC,P100,CUST_007,993.48,2266.37
2023-01-01,APAC,P100,CUST_022,1413.29,2318.37
2023-01-01,APAC,P100,CUST_038,3101.98,2246.07
2023-01-01,APAC,P100,CUST_039,2863.92,2245.09
2023-01-01,APAC,P100,CUST_014,4560.67,2205.48
2023-01-01,APAC,P100,CUST_024,3561.72,2191.23
2023-01-01,APAC,P200,CUST_007,334.34,1946.88
2023-01-01,APAC,P200,CUST_022,1086.4,1940.38
2023-01-01,APAC,P200,CUST_038,114.43,1956.22
2023-01-01,APAC,P200,CUST_039,16.52,1988.08
2023-01-01,APAC,P200,CUST_010,1547.88,1951.73
2023-01-01,APAC,P200,CUST_003,477.17,1943.09
2023-01-01,APAC,P200,CUST_020,4776.19,1967.43
2023-02-01,NA,P100,CUST_002,473.06,2455.86
2023-02-01,NA,P100,CUST_003,2669.03,2511.15
2023-02-01,NA,P100,CUST_006,3341.76,2448.32
2023-02-01,NA,P100,CUST_010,2169.23,2534.54
2023-02-01,NA,P100,CUST_011,1124.44,2477.96
2023-02-01,NA,P100,CUST_013,1219.74,2462.53
2023-02-01,NA,P100,CUST_014,4234.44,2411.67
2023-02-01,NA,P100,CUST_015,1074.93,2453.2
2023-02-01,NA,P100,CUST_017,3895.62,2465.83
2023-02-01,NA,P100,CUST_018,1185.31,2507.49
2023-02-01,NA,P100,CUST_026,312.04,2470.52
2023-02-01,NA,P100,CUST_027,2003.91,2424.95
2023-02-01,NA,P100,CUST_028,3447.95,2417.79
2023-02-01,NA,P100,CUST_029,1784.4,2600.08
2023-02-01,NA,P100,CUST_032,434.81,2395.62
2023-02-01,NA,P100,CUST_033,299.76,2411.69
2023-02-01,NA,P100,CUST_035,298.22,2475.29
2023-02-01,NA,P100,CUST_036,2219.87,2526.65
2023-02-01,NA,P100,CUST_037,2925.68,2485.83
2023-02-01,NA,P100,CUST_022,1211.12,2537.41
2023-02-01,NA,P200,CUST_002,1172.71,2119.03
2023-02-01,NA,P200,CUST_003,1170.5,2063.2
2023-02-01,NA,P200,CUST_006,207.64,2089.07
2023-02-01,NA,P200,CUST_010,573.98,2092.14
2023-02-01,NA,P200,CUST_011,188.5,2155.8
2023-02-01,NA,P200,CUST_013,55.14,2149.34
2023-02-01,NA,P200,CUST_014,455.34,2084.13
2023-02-01,NA,P200,CUST_015,799.26,2082.37
2023-02-01,NA,P200,CUST_017,644.82,2189.86
2023-02-01,NA,P200,CUST_018,1827.13,2043.51
2023-02-01,NA,P200,CUST_026,703.49,2068.45
2023-02-01,NA,P200,CUST_027,1101.49,2086.94
2023-02-01,NA,P200,CUST_028,393.11,2129.95
2023-02-01,NA,P200,CUST_029,138.75,2087.41
2023-02-01,NA,P200,CUST_032,189.51,2048.91
2023-02-01,NA,P200,CUST_033,2235.92,2048.19
2023-02-01,NA,P200,CUST_035,699.39,2166.68
2023-02-01,NA,P200,CUST_036,1480.18,2143.83
2023-02-01,NA,P200,CUST_037,249.93,2113.74
2023-02-01,NA,P200,CUST_024,411.94,2101.07
2023-02-01,NA,P200,CUST_005,42.21,2077.74
2023-02-01,NA,P200,CUST_020,252.49,2117.97
2023-02-01,EMEA,P100,CUST_004,1349.29,2386.32
2023-02-01,EMEA,P100,CUST_005,2027.56,2362.78
2023-02-01,EMEA,P100,CUST_009,968.85,2315.44
2023-02-01,EMEA,P100,CUST_012,2059.65,2355.53
2023-02-01,EMEA,P100,CUST_016,320.22,2390.13
2023-02-01,EMEA,P100,CUST_020,3006.52,2318.69
2023-02-01,EMEA,P100,CUST_021,1412.62,2369.84
2023-02-01,EMEA,P100,CUST_023,1750.87,2416.86
2023-02-01,EMEA,P100,CUST_024,2351.22,2379.17
2023-02-01,EMEA,P100,CUST_025,3600.0,2308.06
2023-02-01,EMEA,P100,CUST_030,641.3,2407.16
2023-02-01,EMEA,P100,CUST_034,1192.41,2439.29
2023-02-01,EMEA,P100,CUST_040,3158.18,2376.17
2023-02-01,EMEA,P100,CUST_015,7502.0,2395.82
2023-02-01,EMEA,P100,CUST_036,529.91,2286.46
2023-02-01,EMEA,P100,CUST_037,821.55,2335.28
2023-02-01,EMEA,P200,CUST_004,133.34,1955.39
2023-02-01,EMEA,P200,CUST_005,10.67,1987.35
2023-02-01,EMEA,P200,CUST_009,242.92,1936.81
2023-02-01,EMEA,P200,CUST_012,100.66,1975.43
2023-02-01,EMEA,P200,CUST_016,49.81,1984.01
2023-02-01,EMEA,P200,CUST_020,2280.62,2012.91
2023-02-01,EMEA,P200,CUST_021,208.53,2047.53
2023-02-01,EMEA,P200,CUST_023,809.69,2019.8
2023-02-01,EMEA,P200,CUST_024,851.64,2058.55
2023-02-01,EMEA,P200,CUST_025,24.44,1993.98
2023-02-01,EMEA,P200,CUST_030,1872.57,2069.85
2023-02-01,EMEA,P200,CUST_034,1172.56,1943.39
2023-02-01,EMEA,P200,CUST_040,447.48,2029.35
2023-02-01,EMEA,P200,CUST_003,21.76,1960.65
2023-02-01,EMEA,P200,CUST_037,2147.36,2032.83
2023-02-01,EMEA,P200,CUST_006,2023.0,1999.21
2023-02-01,APAC,P100,CUST_007,838.5,2319.21
2023-02-01,APAC,P100,CUST_022,1804.8,2247.72
2023-02-01,APAC,P100,CUST_038,2713.05,2204.99
2023-02-01,APAC,P100,CUST_039,3620.91,2164.21
2023-02-01,APAC,P100,CUST_011,1030.44,2226.67
2023-02-01,APAC,P100,CUST_002,213.51,2207.57
2023-02-01,APAC,P100,CUST_014,3532.63,2315.41
2023-02-01,APAC,P200,CUST_007,222.46,1946.86
2023-02-01,APAC,P200,CUST_022,842.2,1959.4
2023-02-01,APAC,P200,CUST_038,3538.53,1923.0
2023-02-01,APAC,P200,CUST_039,464.55,1969.14
2023-02-01,APAC,P200,CUST_032,1262.79,1914.25
2023-02-01,APAC,P200,CUST_037,1045.83,1963.51
2023-02-01,APAC,P200,CUST_029,129.21,1910.84
2023-03-01,NA,P100,CUST_002,2273.74,2517.27
2023-03-01,NA,P100,CUST_003,1162.35,2600.53
2023-03-01,NA,P100,CUST_006,5155.5,2578.86
2023-03-01,NA,P100,CUST_010,3734.11,2460.46
2023-03-01,NA,P100,CUST_011,660.6,2448.3
2023-03-01,NA,P100,CUST_013,1648.59,2563.49
2023-03-01,NA,P100,CUST_014,3393.16,2564.37
2023-03-01,NA,P100,CUST_015,2450.99,2468.78
2023-03-01,NA,P100,CUST_017,2081.5,2458.01
2023-03-01,NA,P100,CUST_018,2050.63,2519.05
2023-03-01,NA,P100,CUST_026,2346.61,2520.35
2023-03-01,NA,P100,CUST_027,478.54,2490.2
2023-03-01,NA,P100,CUST_028,1175.68,2527.06
2023-03-01,NA,P100,CUST_029,2148.56,2463.73
2023-03-01,NA,P100,CUST_032,795.21,2454.03
2023-03-01,NA,P100,CUST_033,3912.89,2475.29
2023-03-01,NA,P100,CUST_035,1582.38,2500.33
2023-03-01,NA,P100,CUST_036,417.73,2505.62
2023-03-01,NA,P100,CUST_037,1113.69,2432.86
2023-03-01,NA,P100,CUST_025,1655.03,2480.0
2023-03-01,NA,P100,CUST_039,1654.78,2551.62
2023-03-01,NA,P100,CUST_038,1275.24,2488.53
2023-03-01,NA,P200,CUST_002,2148.45,2100.67
2023-03-01,NA,P200,CUST_003,265.66,2048.18
2023-03-01,NA,P200,CUST_006,90.46,2149.81
2023-03-01,NA,P200,CUST_010,1060.37,2105.23
2023-03-01,NA,P200,CUST_011,602.27,2063.72
2023-03-01,NA,P200,CUST_013,565.96,2061.14
2023-03-01,NA,P200,CUST_014,1362.34,2093.99
2023-03-01,NA,P200,CUST_015,43.19,2099.07
2023-03-01,NA,P200,CUST_017,1026.82,2111.78
2023-03-01,NA,P200,CUST_018,1208.82,2075.94
2023-03-01,NA,P200,CUST_026,27.41,2069.86
2023-03-01,NA,P200,CUST_027,2211.57,2104.86
2023-03-01,NA,P200,CUST_028,4.86,2022.37
2023-03-01,NA,P200,CUST_029,1.22,2030.11
2023-03-01,NA,P200,CUST_032,1208.61,2108.58
2023-03-01,NA,P200,CUST_033,2280.88,2125.74
2023-03-01,NA,P200,CUST_035,282.47,2061.26
2023-03-01,NA,P200,CUST_036,661.7,2145.58
2023-03-01,NA,P200,CUST_037,358.73,2115.06
2023-03-01,NA,P200,CUST_020,2133.62,2080.77
2023-03-01,NA,P200,CUST_040,36.61,2138.38
2023-03-01,NA,P200,CUST_025,1246.3,2109.76
2023-03-01,EMEA,P100,CUST_004,1271.76,2336.23
2023-03-01,EMEA,P100,CUST_005,2758.69,2353.21
2023-03-01,EMEA,P100,CUST_009,1320.12,2367.96
2023-03-01,EMEA,P100,CUST_012,5856.08,2385.19
2023-03-01,EMEA,P100,CUST_016,1343.74,2457.61
2023-03-01,EMEA,P100,CUST_020,504.62,2248.39
2023-03-01,EMEA,P100,CUST_021,2274.97,2251.4
2023-03-01,EMEA,P100,CUST_023,312.99,2416.37
2023-03-01,EMEA,P100,CUST_024,2504.43,2348.2
2023-03-01,EMEA,P100,CUST_025,1281.55,2471.96
2023-03-01,EMEA,P100,CUST_030,4455.32,2404.35
2023-03-01,EMEA,P100,CUST_034,383.59,2398.67
2023-03-01,EMEA,P100,CUST_040,631.11,2423.6
2023-03-01,EMEA,P100,CUST_003,938.25,2336.07
2023-03-01,EMEA,P100,CUST_002,1694.93,2311.81
2023-03-01,EMEA,P100,CUST_006,3972.56,2305.29
2023-03-01,EMEA,P200,CUST_004,25.66,1987.91
2023-03-01,EMEA,P200,CUST_005,25.26,2017.21
2023-03-01,EMEA,P200,CUST_009,291.38,1991.69
2023-03-01,EMEA,P200,CUST_012,440.58,2016.21
2023-03-01,EMEA,P200,CUST_016,1704.28,1950.4
2023-03-01,EMEA,P200,CUST_020,870.96,2040.37
2023-03-01,EMEA,P200,CUST_021,61.41,1964.37
2023-03-01,EMEA,P200,CUST_023,295.0,1966.51
2023-03-01,EMEA,P200,CUST_024,1873.47,2114.13
2023-03-01,EMEA,P200,CUST_025,1621.84,2001.76
2023-03-01,EMEA,P200,CUST_030,2832.1,1992.96
2023-03-01,EMEA,P200,CUST_034,997.79,2012.96
2023-03-01,EMEA,P200,CUST_040,314.68,2012.59
2023-03-01,EMEA,P200,CUST_029,175.01,2081.78
2023-03-01,EMEA,P200,CUST_002,734.15,2081.21
2023-03-01,EMEA,P200,CUST_038,1807.28,1998.07
2023-03-01,APAC,P100,CUST_007,7147.04,2182.46
2023-03-01,APAC,P100,CUST_022,1973.68,2228.4
2023-03-01,APAC,P100,CUST_038,5523.77,2253.32
2023-03-01,APAC,P100,CUST_039,2255.42,2218.31
2023-03-01,APAC,P100,CUST_005,3004.18,2239.0
2023-03-01,APAC,P100,CUST_032,675.2,2180.61
2023-03-01,APAC,P200,CUST_007,1067.3,2007.46
2023-03-01,APAC,P200,CUST_022,2732.36,1918.96
2023-03-01,APAC,P200,CUST_038,825.88,1929.39
2023-03-01,APAC,P200,CUST_039,86.71,1991.92
2023-03-01,APAC,P200,CUST_010,3182.42,1928.45
2023-03-01,APAC,P200,CUST_021,732.74,1926.57
2023-03-01,APAC,P200,CUST_020,1049.01,1877.73
2023-04-01,NA,P100,CUST_002,3833.91,2566.11
2023-04-01,NA,P100,CUST_003,1754.67,2495.03
2023-04-01,NA,P100,CUST_006,1399.69,2577.89
2023-04-01,NA,P100,CUST_010,2757.98,2520.74
2023-04-01,NA,P100,CUST_011,1545.63,2497.39
2023-04-01,NA,P100,CUST_013,6350.46,2426.8
2023-04-01,NA,P100,CUST_014,1150.85,2458.95
2023-04-01,NA,P100,CUST_015,196.9,2461.59
2023-04-01,NA,P100,CUST_017,3303.98,2519.88
2023-04-01,NA,P100,CUST_018,1244.9,2531.47
2023-04-01,NA,P100,CUST_026,287.92,2602.7
2023-04-01,NA,P100,CUST_027,644.65,2515.79
2023-04-01,NA,P100,CUST_028,513.04,2543.15
2023-04-01,NA,P100,CUST_029,658.21,2509.58
2023-04-01,NA,P100,CUST_032,151.21,2563.55
2023-04-01,NA,P100,CUST_033,987.85,2610.53
2023-04-01,NA,P100,CUST_035,6547.82,2479.4
2023-04-01,NA,P100,CUST_036,1886.82,2520.77
2023-04-01,NA,P100,CUST_037,2175.31,2453.81
2023-04-01,NA,P100,CUST_034,6108.42,2472.19
2023-04-01,NA,P100,CUST_022,936.17,2503.8
2023-04-01,NA,P100,CUST_040,3804.91,2485.7
2023-04-01,NA,P200,CUST_002,497.69,2190.79
2023-04-01,NA,P200,CUST_003,2.27,2070.9
2023-04-01,NA,P200,CUST_006,270.92,2081.55
2023-04-01,NA,P200,CUST_010,636.06,2104.56
2023-04-01,NA,P200,CUST_011,124.03,2067.78
2023-04-01,NA,P200,CUST_013,0.28,2034.67
2023-04-01,NA,P200,CUST_014,3578.55,2076.96
2023-04-01,NA,P200,CUST_015,443.24,2072.25
2023-04-01,NA,P200,CUST_017,23.02,2116.24
2023-04-01,NA,P200,CUST_018,467.49,2122.94
2023-04-01,NA,P200,CUST_026,19.84,2154.08
2023-04-01,NA,P200,CUST_027,1145.18,2184.48
2023-04-01,NA,P200,CUST_028,2159.5,2117.62
2023-04-01,NA,P200,CUST_029,1785.35,2064.49
2023-04-01,NA,P200,CUST_032,184.89,2093.47
2023-04-01,NA,P200,CUST_033,1011.63,2119.31
2023-04-01,NA,P200,CUST_035,1096.96,2121.21
2023-04-01,NA,P200,CUST_036,686.3,2090.65
2023-04-01,NA,P200,CUST_037,1435.4,2174.92
2023-04-01,NA,P200,CUST_021,572.86,2098.91
2023-04-01,NA,P200,CUST_038,23.66,2061.7
2023-04-01,EMEA,P100,CUST_004,93.56,2384.9
2023-04-01,EMEA,P100,CUST_005,525.96,2390.12
2023-04-01,EMEA,P100,CUST_009,1165.92,2436.16
2023-04-01,EMEA,P100,CUST_012,3199.98,2376.97
2023-04-01,EMEA,P100,CUST_016,3962.92,2433.78
2023-04-01,EMEA,P100,CUST_020,771.87,2408.98
2023-04-01,EMEA,P100,CUST_021,851.1,2475.83
2023-04-01,EMEA,P100,CUST_023,340.56,2332.22
2023-04-01,EMEA,P100,CUST_024,127.47,2439.02
2023-04-01,EMEA,P100,CUST_025,6261.73,2406.9
2023-04-01,EMEA,P100,CUST_030,581.43,2331.11
2023-04-01,EMEA,P100,CUST_034,5292.54,2350.05
2023-04-01,EMEA,P100,CUST_040,1665.82,2409.47
2023-04-01,EMEA,P100,CUST_026,4657.49,2378.16
2023-04-01,EMEA,P100,CUST_039,1874.75,2383.86
2023-04-01,EMEA,P100,CUST_017,5692.31,2332.63
2023-04-01,EMEA,P200,CUST_004,312.96,2026.77
2023-04-01,EMEA,P200,CUST_005,233.56,2040.5
2023-04-01,EMEA,P200,CUST_009,836.7,2024.54
2023-04-01,EMEA,P200,CUST_012,625.57,2052.98
2023-04-01,EMEA,P200,CUST_016,570.21,2007.77
2023-04-01,EMEA,P200,CUST_020,48.14,1945.6
2023-04-01,EMEA,P200,CUST_021,413.05,1969.84
2023-04-01,EMEA,P200,CUST_023,2307.74,2027.24
2023-04-01,EMEA,P200,CUST_024,717.17,2074.91
2023-04-01,EMEA,P200,CUST_025,349.73,2039.8
2023-04-01,EMEA,P200,CUST_030,1347.94,1989.79
2023-04-01,EMEA,P200,CUST_034,357.24,2053.18
2023-04-01,EMEA,P200,CUST_040,9.06,2036.35
2023-04-01,EMEA,P200,CUST_010,2015.8,2000.45
2023-04-01,EMEA,P200,CUST_029,898.04,2041.2
2023-04-01,EMEA,P200,CUST_028,0.23,1950.5
2023-04-01,APAC,P100,CUST_007,6353.15,2268.07
2023-04-01,APAC,P100,CUST_022,3552.14,2285.69
2023-04-01,APAC,P100,CUST_038,1820.52,2294.16
2023-04-01,APAC,P100,CUST_039,874.68,2166.2
2023-04-01,APAC,P100,CUST_027,1773.99,2216.0
2023-04-01,APAC,P100,CUST_036,2420.77,2306.36
2023-04-01,APAC,P100,CUST_010,1251.91,2248.45
2023-04-01,APAC,P200,CUST_007,351.74,1933.68
2023-04-01,APAC,P200,CUST_022,88.09,1910.17
2023-04-01,APAC,P200,CUST_038,1434.66,1998.79
2023-04-01,APAC,P200,CUST_039,5.15,1832.45
2023-04-01,APAC,P200,CUST_034,1315.96,1959.62
2023-04-01,APAC,P200,CUST_013,1845.4,1959.55
2023-04-01,APAC,P200,CUST_012,1573.01,1990.83
2023-05-01,NA,P100,CUST_002,1374.95,2460.41
2023-05-01,NA,P100,CUST_003,2596.63,2458.82
2023-05-01,NA,P100,CUST_006,2323.26,2531.22
2023-05-01,NA,P100,CUST_010,1241.86,2455.57
2023-05-01,NA,P100,CUST_011,1127.53,2553.3
2023-05-01,NA,P100,CUST_013,848.38,2579.52
2023-05-01,NA,P100,CUST_014,2868.5,2417.14
2023-05-01,NA,P100,CUST_015,2291.09,2494.69
2023-05-01,NA,P100,CUST_017,2841.73,2487.91
2023-05-01,NA,P100,CUST_018,2771.38,2432.95
2023-05-01,NA,P100,CUST_026,3073.36,2573.74
2023-05-01,NA,P100,CUST_027,877.79,2547.98
2023-05-01,NA,P100,CUST_028,1565.89,2522.57
2023-05-01,NA,P100,CUST_029,1299.42,2482.94
2023-05-01,NA,P100,CUST_032,1293.9,2524.69
2023-05-01,NA,P100,CUST_033,2425.58,2538.7
2023-05-01,NA,P100,CUST_035,2022.56,2500.8
2023-05-01,NA,P100,CUST_036,5482.44,2577.3
2023-05-01,NA,P100,CUST_037,1364.18,2504.13
2023-05-01,NA,P100,CUST_004,1275.76,2442.26
2023-05-01,NA,P100,CUST_005,7066.93,2467.53
2023-05-01,NA,P100,CUST_039,1554.79,2521.64
2023-05-01,NA,P200,CUST_002,1129.14,2085.4
2023-05-01,NA,P200,CUST_003,6.82,2127.6
2023-05-01,NA,P200,CUST_006,584.67,1999.22
2023-05-01,NA,P200,CUST_010,183.15,2046.22
2023-05-01,NA,P200,CUST_011,1752.09,2085.62
2023-05-01,NA,P200,CUST_013,1887.26,2026.3
2023-05-01,NA,P200,CUST_014,1168.17,2099.76
2023-05-01,NA,P200,CUST_015,1776.88,2168.48
2023-05-01,NA,P200,CUST_017,135.01,2086.36
2023-05-01,NA,P200,CUST_018,341.84,2133.31
2023-05-01,NA,P200,CUST_026,600.32,2103.37
2023-05-01,NA,P200,CUST_027,556.11,2148.15
2023-05-01,NA,P200,CUST_028,340.27,2081.56
2023-05-01,NA,P200,CUST_029,123.2,2128.09
2023-05-01,NA,P200,CUST_032,361.71,2000.78
2023-05-01,NA,P200,CUST_033,480.92,2070.86
2023-05-01,NA,P200,CUST_035,466.21,2140.7
2023-05-01,NA,P200,CUST_036,201.67,2156.95
2023-05-01,NA,P200,CUST_037,2460.6,2051.71
2023-05-01,NA,P200,CUST_022,399.77,2049.37
2023-05-01,NA,P200,CUST_016,815.46,2132.34
2023-05-01,NA,P200,CUST_038,349.13,2131.8
2023-05-01,EMEA,P100,CUST_004,1213.3,2357.71
2023-05-01,EMEA,P100,CUST_005,5865.53,2396.77
2023-05-01,EMEA,P100,CUST_009,4349.07,2316.9
2023-05-01,EMEA,P100,CUST_012,1325.6,2359.43
2023-05-01,EMEA,P100,CUST_016,2569.15,2305.77
2023-05-01,EMEA,P100,CUST_020,1217.45,2351.51
2023-05-01,EMEA,P100,CUST_021,3980.99,2377.23
2023-05-01,EMEA,P100,CUST_023,1534.17,2417.35
2023-05-01,EMEA,P100,CUST_024,374.87,2382.36
2023-05-01,EMEA,P100,CUST_025,4186.39,2350.77
2023-05-01,EMEA,P100,CUST_030,1249.3,2385.51
2023-05-01,EMEA,P100,CUST_034,43.96,2347.08
2023-05-01,EMEA,P100,CUST_040,1738.29,2353.16
2023-05-01,EMEA,P100,CUST_015,4501.43,2274.44
2023-05-01,EMEA,P100,CUST_013,2562.95,2312.77
2023-05-01,EMEA,P100,CUST_029,384.16,2348.19
2023-05-01,EMEA,P200,CUST_004,797.03,1964.82
2023-05-01,EMEA,P200,CUST_005,144.57,2035.29
2023-05-01,EMEA,P200,CUST_009,1854.09,2086.58
2023-05-01,EMEA,P200,CUST_012,640.11,2046.24
2023-05-01,EMEA,P200,CUST_016,421.04,2035.16
2023-05-01,EMEA,P200,CUST_020,1025.81,1979.82
2023-05-01,EMEA,P200,CUST_021,815.22,1985.35
2023-05-01,EMEA,P200,CUST_023,1202.46,2051.71
2023-05-01,EMEA,P200,CUST_024,2183.56,2043.2
2023-05-01,EMEA,P200,CUST_025,273.62,1986.7
2023-05-01,EMEA,P200,CUST_030,420.59,2057.42
2023-05-01,EMEA,P200,CUST_034,441.63,1946.74
2023-05-01,EMEA,P200,CUST_040,41.55,1935.41
2023-05-01,EMEA,P200,CUST_015,827.5,1977.84
2023-05-01,EMEA,P200,CUST_028,296.02,2023.81
2023-05-01,EMEA,P200,CUST_014,1391.61,2013.58
2023-05-01,APAC,P100,CUST_007,2639.67,2237.08
2023-05-01,APAC,P100,CUST_022,4209.54,2281.21
2023-05-01,APAC,P100,CUST_038,887.05,2346.78
2023-05-01,APAC,P100,CUST_039,1289.12,2314.99
2023-05-01,APAC,P100,CUST_024,6520.65,2276.77
2023-05-01,APAC,P100,CUST_014,3679.36,2244.48
2023-05-01,APAC,P100,CUST_032,906.15,2268.64
2023-05-01,APAC,P200,CUST_007,1100.64,1959.79
2023-05-01,APAC,P200,CUST_022,1392.38,1968.84
2023-05-01,APAC,P200,CUST_038,986.2,1974.54
2023-05-01,APAC,P200,CUST_039,894.11,1957.9
2023-05-01,APAC,P200,CUST_010,3129.46,2028.81
2023-05-01,APAC,P200,CUST_005,1216.62,1952.71
2023-06-01,NA,P100,CUST_002,2528.71,2512.72
2023-06-01,NA,P100,CUST_003,2737.79,2490.89
2023-06-01,NA,P100,CUST_006,456.25,2530.25
2023-06-01,NA,P100,CUST_010,919.13,2520.85
2023-06-01,NA,P100,CUST_011,1879.77,2547.52
2023-06-01,NA,P100,CUST_013,627.14,2465.66
2023-06-01,NA,P100,CUST_014,2933.93,2510.66
2023-06-01,NA,P100,CUST_015,3036.11,2524.64
2023-06-01,NA,P100,CUST_017,1815.89,2552.28
2023-06-01,NA,P100,CUST_018,3645.37,2555.42
2023-06-01,NA,P100,CUST_026,3522.7,2418.36
2023-06-01,NA,P100,CUST_027,1075.91,2470.64
2023-06-01,NA,P100,CUST_028,6942.04,2531.78
2023-06-01,NA,P100,CUST_029,1653.33,2534.16
2023-06-01,NA,P100,CUST_032,2755.37,2542.31
2023-06-01,NA,P100,CUST_033,3822.04,2574.16
2023-06-01,NA,P100,CUST_035,3134.78,2517.39
2023-06-01,NA,P100,CUST_036,1096.01,2560.02
2023-06-01,NA,P100,CUST_037,3486.55,2605.74
2023-06-01,NA,P100,CUST_004,1208.79,2505.88
2023-06-01,NA,P100,CUST_025,1937.64,2522.4
2023-06-01,NA,P100,CUST_039,254.69,2345.42
2023-06-01,NA,P200,CUST_002,472.02,2142.58
2023-06-01,NA,P200,CUST_003,103.42,2192.24
2023-06-01,NA,P200,CUST_006,1036.69,2035.7
2023-06-01,NA,P200,CUST_010,1310.52,2093.79
2023-06-01,NA,P200,CUST_011,90.76,2107.81
2023-06-01,NA,P200,CUST_013,394.69,2137.81
2023-06-01,NA,P200,CUST_014,578.65,2143.97
2023-06-01,NA,P200,CUST_015,1332.43,2087.34
2023-06-01,NA,P200,CUST_017,54.6,2081.93
2023-06-01,NA,P200,CUST_018,916.36,2060.37
